run_number,fill_number,duration,start_time,end_time,delivered_lumi,recorded_lumi,l1_triggers_counter,l1_hlt_mode_stripped,hlt_key,initial_prescale_index,stable_beam
299183,5958,101,2017-07-16 13:38:48,2017-07-16 13:40:29,1.10284,0.0,6206,collisions2017/v146,/cdaq/physics/Run2017/2e34/v1.2.5/HLT/V2,,true
299184,5958,12978,2017-07-16 13:41:20,2017-07-16 17:17:38,143.418344,126.784609,910071685,collisions2017/v146,/cdaq/physics/Run2017/2e34/v1.2.5/HLT/V2,6,true
299185,5958,3108,2017-07-16 17:24:57,2017-07-16 18:16:45,26.366391,24.138156,183366520,collisions2017/v146,/cdaq/physics/Run2017/2e34/v1.2.5/HLT/V2,7,true
299187,5959,467,2017-07-16 18:22:11,2017-07-16 18:29:58,0.0,0.0,540490,cosmics2017/v214,/cdaq/cosmic/commissioning2017/CRAFT/v2.3/HLT/V2,0,false
299188,5959,1544,2017-07-16 18:32:08,2017-07-16 18:57:52,0.0,0.0,1926920,cosmics2017/v214,/cdaq/cosmic/commissioning2017/CRAFT/v2.3/HLT/V2,0,false
299189,5959,23296,2017-07-16 19:11:59,2017-07-17 01:40:15,0.0,0.0,27157151,cosmics2017/v214,/cdaq/cosmic/commissioning2017/CRAFT/v2.3/HLT/V2,0,false
299190,,35,2017-07-17 06:17:46,2017-07-17 06:18:21,,,,cosmics2017/v214,,,false
299191,,55,2017-07-17 06:19:49,2017-07-17 06:20:44,,,,cosmics2017/v214,,,false
299192,5959,117,2017-07-17 06:25:31,2017-07-17 06:27:28,0.0,0.0,0,cosmics2017/v214,/cdaq/cosmic/commissioning2017/CRAFT/v2.3/HLT/V2,0,false
299193,5959,72,2017-07-17 06:29:45,2017-07-17 06:30:57,0.0,0.0,2,cosmics2017/v214,/cdaq/cosmic/commissioning2017/CRAFT/v2.3/HLT/V2,0,false
299194,5959,188,2017-07-17 06:32:21,2017-07-17 06:35:29,0.0,0.0,0,cosmics2017/v214,/cdaq/cosmic/commissioning2017/CRAFT/v2.3/HLT/V2,0,false
299195,5959,589,2017-07-17 06:38:24,2017-07-17 06:48:13,0.0,0.0,417799,cosmics2017/v214,/cdaq/cosmic/commissioning2017/CRAFT/v2.3/HLT/V2,0,false
299196,5959,1423,2017-07-17 06:49:58,2017-07-17 07:13:41,0.0,0.0,1069173,cosmics2017/v214,/cdaq/cosmic/commissioning2017/CRAFT/v2.3/HLT/V2,0,false
299198,5959,3656,2017-07-17 07:14:26,2017-07-17 08:15:22,0.0,0.0,2783184,cosmics2017/v214,/cdaq/cosmic/commissioning2017/CRAFT/v2.3/HLT/V2,0,false
299207,5959,4315,2017-07-17 08:21:16,2017-07-17 09:33:11,0.0,0.0,3303704,cosmics2017/v214,/cdaq/cosmic/commissioning2017/CRAFT/v2.3/HLT/V2,0,false
299214,5959,118,2017-07-17 09:35:42,2017-07-17 09:37:40,0.0,0.0,62462,cosmics2017/v214,/cdaq/cosmic/commissioning2017/CRAFT/v2.3/HLT/V2,0,false
299218,5959,768,2017-07-17 09:52:18,2017-07-17 10:05:06,0.0,0.0,563334,cosmics2017/v214,/cdaq/cosmic/commissioning2017/CRAFT/v2.3/HLT/V2,0,false
299219,5959,134,2017-07-17 10:07:51,2017-07-17 10:10:05,0.0,0.0,256,cosmics2017/v214,/cdaq/cosmic/commissioning2017/CRAFT/v2.3/HLT/V2,0,false
299220,5959,72,2017-07-17 10:12:40,2017-07-17 10:13:52,0.0,0.0,256,cosmics2017/v214,/cdaq/cosmic/commissioning2017/CRAFT/v2.3/HLT/V2,0,false
299221,5959,134,2017-07-17 10:16:38,2017-07-17 10:18:52,0.0,0.0,256,cosmics2017/v214,/cdaq/cosmic/commissioning2017/CRAFT/v2.3/HLT/V2,0,false
299222,5959,1482,2017-07-17 10:20:48,2017-07-17 10:45:30,0.0,0.0,1104625,cosmics2017/v214,/cdaq/cosmic/commissioning2017/CRAFT/v2.3/HLT/V2,0,false
299223,5959,4614,2017-07-17 10:46:29,2017-07-17 12:03:23,0.0,0.0,3528388,cosmics2017/v214,/cdaq/cosmic/commissioning2017/CRAFT/v2.3/HLT/V2,0,false
299226,5959,945,2017-07-17 12:06:19,2017-07-17 12:22:04,0.0,0.0,698565,cosmics2017/v214,/cdaq/cosmic/commissioning2017/CRAFT/v2.3/HLT/V2,0,false
299227,5959,7395,2017-07-17 12:25:47,2017-07-17 14:29:02,0.0,0.0,5687235,cosmics2017/v214,/cdaq/cosmic/commissioning2017/CRAFT/v2.3/HLT/V2,0,false
299235,5959,114,2017-07-17 14:32:23,2017-07-17 14:34:17,0.0,0.0,53476,cosmics2017/v214,/cdaq/cosmic/commissioning2017/CRAFT/v2.3/HLT/V2,0,false
299277,5959,203,2017-07-17 18:08:28,2017-07-17 18:11:51,0.0,0.0,117108,cosmics2017/v214,/cdaq/cosmic/commissioning2017/CRAFT/v2.3/HLT/V2,0,false
299278,5959,113,2017-07-17 18:18:13,2017-07-17 18:20:06,0.0,0.0,6609,cosmics2017/v214,/cdaq/cosmic/commissioning2017/CRAFT/v2.3/HLT/V2,0,false
299280,5959,125,2017-07-17 18:20:55,2017-07-17 18:23:00,0.0,0.0,15509,cosmics2017/v214,/cdaq/cosmic/commissioning2017/CRAFT/v2.3/HLT/V2,0,false
299281,5959,120,2017-07-17 18:23:50,2017-07-17 18:25:50,0.0,0.0,15510,cosmics2017/v214,/cdaq/cosmic/commissioning2017/CRAFT/v2.3/HLT/V2,0,false
299282,5959,595,2017-07-17 18:27:18,2017-07-17 18:37:13,0.0,0.0,451176,cosmics2017/v214,/cdaq/cosmic/commissioning2017/CRAFT/v2.3/HLT/V2,0,false
299283,5959,136,2017-07-17 18:39:55,2017-07-17 18:42:11,0.0,0.0,10279,cosmics2017/v214,/cdaq/cosmic/commissioning2017/CRAFT/v2.3/HLT/V2,0,false
299284,5959,133,2017-07-17 18:43:33,2017-07-17 18:45:46,0.0,0.0,6089540,cosmics2017/v214,/cdaq/cosmic/commissioning2017/CRAFT/v2.3/HLT/V2,0,false
299285,5959,339,2017-07-17 18:49:26,2017-07-17 18:55:05,0.0,0.0,29424880,cosmics2017/v214,/cdaq/cosmic/commissioning2017/CRAFT/v2.3/HLT/V2,0,false
299289,5959,143,2017-07-17 19:04:46,2017-07-17 19:07:09,0.0,0.0,9031451,cosmics2017/v214,/cdaq/cosmic/commissioning2017/CRAFT/v2.3/HLT/V2,0,false
299292,5959,138,2017-07-17 19:08:55,2017-07-17 19:11:13,0.0,0.0,5069065,cosmics2017/v214,/cdaq/cosmic/commissioning2017/CRAFT/v2.3/HLT/V2,0,false
299293,5959,119,2017-07-17 19:25:31,2017-07-17 19:27:30,0.0,0.0,17,cosmics2017/v214,/cdaq/cosmic/commissioning2017/CRAFT/v2.3/HLT/V2,0,false
299294,5959,1571,2017-07-17 19:30:12,2017-07-17 19:56:23,0.0,0.0,0,cosmics2017/v214,/cdaq/cosmic/commissioning2017/CRAFT/v2.3/HLT/V2,0,false
299295,5959,1354,2017-07-17 20:00:07,2017-07-17 20:22:41,0.0,0.0,0,cosmics2017/v214,/cdaq/cosmic/commissioning2017/CRAFT/v2.3/HLT/V2,0,false
299296,5959,156,2017-07-17 20:25:03,2017-07-17 20:27:39,0.0,0.0,0,cosmics2017/v214,/cdaq/cosmic/commissioning2017/CRAFT/v2.3/HLT/V2,0,false
299297,5959,2152,2017-07-17 20:29:44,2017-07-17 21:05:36,0.0,0.0,2024463,cosmics2017/v214,/cdaq/cosmic/commissioning2017/CRAFT/v2.3/HLT/V2,0,false
299301,5959,1936,2017-07-17 21:08:07,2017-07-17 21:40:23,0.0,0.0,1746914,cosmics2017/v214,/cdaq/cosmic/commissioning2017/CRAFT/v2.3/HLT/V2,0,false
299302,5959,1780,2017-07-17 21:43:20,2017-07-17 22:13:00,0.0,0.0,1655960,cosmics2017/v215,/cdaq/cosmic/commissioning2017/CRAFT/v2.3/HLT/V2,0,false
299303,5959,119,2017-07-17 22:16:30,2017-07-17 22:18:29,0.0,0.0,15234,cosmics2017/v215,/cdaq/cosmic/commissioning2017/CRAFT/v2.3/HLT/V2,0,false
299304,5959,1912,2017-07-17 22:19:27,2017-07-17 22:51:19,0.0,0.0,1747503,cosmics2017/v215,/cdaq/cosmic/commissioning2017/CRAFT/v2.3/HLT/V2,0,false
299305,5959,754,2017-07-17 22:52:47,2017-07-17 23:05:21,0.0,0.0,584516,cosmics2017/v215,/cdaq/cosmic/commissioning2017/CRAFT/v2.3/HLT/V2,0,false
299306,5959,1928,2017-07-17 23:06:23,2017-07-17 23:38:31,0.0,0.0,1743266,cosmics2017/v215,/cdaq/cosmic/commissioning2017/CRAFT/v2.3/HLT/V2,0,false
299307,5959,1945,2017-07-17 23:41:51,2017-07-18 00:14:16,0.0,0.0,1731031,cosmics2017/v215,/cdaq/cosmic/commissioning2017/CRAFT/v2.3/HLT/V2,0,false
299308,5959,1928,2017-07-18 00:15:15,2017-07-18 00:47:23,0.0,0.0,1738193,cosmics2017/v215,/cdaq/cosmic/commissioning2017/CRAFT/v2.3/HLT/V2,0,false
299309,5959,2115,2017-07-18 00:49:16,2017-07-18 01:24:31,0.0,0.0,1726405,cosmics2017/v215,/cdaq/cosmic/commissioning2017/CRAFT/v2.3/HLT/V2,0,false
299310,5959,1902,2017-07-18 01:26:17,2017-07-18 01:57:59,0.0,0.0,1719506,cosmics2017/v215,/cdaq/cosmic/commissioning2017/CRAFT/v2.3/HLT/V2,0,false
299311,5959,4250,2017-07-18 02:00:24,2017-07-18 03:11:14,0.0,0.0,3787247,cosmics2017/v215,/cdaq/cosmic/commissioning2017/CRAFT/v2.3/HLT/V2,0,false
299313,5960,1919,2017-07-18 03:18:59,2017-07-18 03:50:58,0.0,0.0,1508836,circulating2017/v61,/cdaq/special/Circulating2017/v2.0.3/HLT/V1,0,false
299314,5960,1114,2017-07-18 03:55:13,2017-07-18 04:13:47,0.0,0.0,705040,circulating2017/v61,/cdaq/special/Circulating2017/v2.0.3/HLT/V1,0,false
299316,5960,2346,2017-07-18 04:33:04,2017-07-18 05:12:10,17.141508,11.535467,128021027,collisions2017/v147,/cdaq/physics/Run2017/2e34/v1.2.5/HLT/V2,0,true
299317,5960,886,2017-07-18 05:15:40,2017-07-18 05:30:26,12.984414,8.959984,59909415,collisions2017/v147,/cdaq/physics/Run2017/2e34/v1.2.5/HLT/V2,6,true
299318,5960,1154,2017-07-18 05:33:09,2017-07-18 05:52:23,16.371617,11.65417,77246086,collisions2017/v147,/cdaq/physics/Run2017/2e34/v1.2.5/HLT/V2,6,true
299321,5960,111,2017-07-18 05:55:58,2017-07-18 05:57:49,3.054625,0.0,0,collisions2017/v147,/cdaq/physics/Run2017/2e34/v1.2.5/HLT/V2,6,true
299322,5960,161,2017-07-18 06:00:21,2017-07-18 06:03:02,5.24309,0.0,256,collisions2017/v147,/cdaq/physics/Run2017/2e34/v1.2.5/HLT/V2,6,true
299323,5960,61,2017-07-18 06:05:38,2017-07-18 06:06:39,0.0,0.0,,collisions2017/v147,/cdaq/physics/Run2017/2e34/v1.2.5/HLT/V2,,true
299324,5960,561,2017-07-18 06:08:09,2017-07-18 06:17:30,8.683898,4.618254,17519340,collisions2017/v147,/cdaq/physics/Run2017/2e34/v1.2.5/HLT/V2,0,true
299325,5960,4476,2017-07-18 06:20:58,2017-07-18 07:35:34,52.639168,45.827566,294896519,collisions2017/v147,/cdaq/physics/Run2017/2e34/v1.2.5/HLT/V2,6,true
299326,5960,570,2017-07-18 07:39:00,2017-07-18 07:48:30,8.36393,5.074328,32380455,collisions2017/v147,/cdaq/physics/Run2017/2e34/v1.2.5/HLT/V2,6,true
299327,5960,1658,2017-07-18 07:52:01,2017-07-18 08:19:39,19.98293,15.569055,110350416,collisions2017/v147,/cdaq/physics/Run2017/2e34/v1.2.5/HLT/V2,6,true
299329,5960,4288,2017-07-18 08:24:01,2017-07-18 09:35:29,40.869609,38.56575,294072216,collisions2017/v147,/cdaq/physics/Run2017/2e34/v1.2.5/HLT/V2,7,true
